Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
NJTPK	9037	M035530	NJ TPK OVER CHURCH STREET (CR 607)	0035.640	39.5631	-74.56201	BURLINGTON	Mount Laurel township
NJTPK	9037	M036800	MOORESTOWN-MT LAUREL RD (CR 603) OVER NJTP	0003.320	39.57191	-74.55207	BURLINGTON	Mount Laurel township
NJTPK	9037	M03702A	MILE 37 U-TURN OVER NJ TURNPIKE	0037.200	39.57276	-74.55101	BURLINGTON	Mount Laurel township
NJTPK	9037	M038680	NJ TPK OVER MARNE HWY (CR 537) & PCRR	0038.880	39.583	-74.5354	BURLINGTON	Mount Laurel township
NJTPK	9037	M038900	NJ TPK OVER HARTFORD ROAD (CR 686)	0039.100	39.584024	-74.534595	BURLINGTON	Mount Laurel township
NJTPK	9037	M039760	NJ TPK OVER PARKER_S CREEK	0039.980	39.5905	-74.53	BURLINGTON	Mount Laurel township
NJTPK	9037	M040340	CREEK ROAD (CR 635) OVER NJ TPK	0001.370	39.59237	-74.5225	BURLINGTON	Mount Laurel township
NJTPK	9037	M040960	NJ TURNPIKE OVER RANCOCAS CREEK	0041.210	39.5948	-74.5142	BURLINGTON	Mount Laurel township
NJTPK	9037	M042590	RANCOCAS RD (CR626) OVER NJTPK	0006.890	40.00327	-74.502461	BURLINGTON	Westampton township
NJTPK	9037	M043560	IRICK ROAD (CR 630) OVER NJ TPK	0006.400	40.01118	-74.49433	BURLINGTON	Westampton township
NJTPK	9037	M04405A	NJ TPK INTER 5 RAMPS A&G/ NJ TPK	0044.360	40.01327	-74.49226	BURLINGTON	Westampton township
NJTPK	9037	M044360	BURLINGTON MT HOLLY RD (CR 541) OVER NJTPK	0020.270	40.01452	-74.49097	BURLINGTON	Westampton township
NJTPK	9037	M044750	HANCOCK LANE OVER NJ TURNPIKE	0000.000	40.02018	-74.48528	BURLINGTON	
NJTPK	9037	M045430	OXMEAD ROAD OVER NJ TURNPIKE	0000.000	40.02286	-74.48237	BURLINGTON	Burlington township
NJTPK	9037	M046880	BURLINGTON-JACKSONVILLE RD (CR 670) /NJTPK	0003.810	40.031503	-74.470813	BURLINGTON	Springfield township
NJTPK	9037	M048210	NJ TPK OVER ASSISCUNK CREEK	0048.470	40.03596	-74.45567	BURLINGTON	Springfield township
NJTPK	9037	M049150	BURLINGTON-COLUMBUS RD (CR 543) OVER NJTPK	0022.690	40.0436	-74.4518	BURLINGTON	Mansfield township
NJTPK	9037	M049730	NJ TPK OVER CRAFT_S CREEK	0049.950	40.0454	-74.4448	BURLINGTON	Mansfield township
NJTPK	9037	M050060	JACKSONVILLE ROAD OVER NJTPK	0003.810	40.0509	-74.4428	BURLINGTON	Mansfield township
NJTPK	9037	M050430	"NJ TPK/MILL LANE,PRR,KINKORA BR"	0050.620	40.05239	-74.4413	BURLINGTON	Mansfield township
NJTPK	9037	M05091A	NJ TPK INTER 6 RAMP C OVER NJ TPK	0050.910	40.0543	-74.4352	BURLINGTON	Mansfield township
NJTPK	9037	M050950	HEDDING ROAD OVER NJ TPK(I-95)	0006.270	40.054592	-74.435102	BURLINGTON	Mansfield township
NJTPK	9037	M05111A	NJTPK(I-95)INT 6 RP E/NJTPK(I-95)	0006.760	40.055228	-74.434422	BURLINGTON	Mansfield township
NJTPK	9037	M053010	NJ TPK(I-95) OVER US 206 (OLD YORK ROAD)	0012.183	40.070914	-74.422363	BURLINGTON	Bordenton township
NJTPK	9037	M05328A	NJTPK(I-95)INT 7 RPS C&E/NJTPK(I-95)	0000.000	40.071998	-74.421117	BURLINGTON	Bordenton township
NJTPK	9037	M05328B	NJTPK(I-95)INT 7 RAMPS R&T/US 206	0012.790	40.072621	-74.42233	BURLINGTON	Bordenton township
NJTPK	9037	M053410	NJ TPK(I-95) OVER BLACKS CREEK	0053.410	40.07259	-74.42037	BURLINGTON	Bordenton township
NJTPK	9037	M05380A	NJTPK OVER INT 7 RAMPS ST & TN	0053.800	40.071546	-74.414766	BURLINGTON	Bordenton township
NJTPK	9037	M054000	NJTPK(I-95) OVER GEORGETOWN ROAD	0054.000	40.074651	-74.413677	BURLINGTON	Bordenton township
NJTPK	9037	M055100	BORDNTOWN-CHESTERFIELD RD/NJTPK(I-95)	0001.780	40.082753	-74.404529	BURLINGTON	Chesterfield township
NJTPK	9037	M056380	WARD AVE OVER NJ TPK(I-95)	0000.000	40.091589	-74.394455	BURLINGTON	Chesterfield township
NJTPK	9037	M056920	NJTPK(I-95)/CROSSWICKS CR & U-TURN	0056.920	40.093563	-74.391968	MERCER	
NJTPK	9037	M057100	SO. BROAD STREET OVER NJTPK(I-95)	0000.580	40.094298	-74.391057	MERCER	Hamilton township
NJTPK	9037	M057460	NJTPK(I-95) OVER DOCTORS CREEK	0057.460	40.09553	-74.3852	MERCER	Hamilton township
NJTPK	9037	M057550	NJTPK(I-95)/CROSSWICKS-HAMILTON SQ RD	0012.190	40.1	-74.3848	MERCER	Hamilton township
NJTPK	9037	M058100	YARDVILLE-ALLENTOWN RD/NJTPK(I-95)	0003.770	40.10184	-74.382123	MERCER	Hamilton township
NJTPK	9037	M059230	MERRICK ROAD OVER NJ TPK(I-95)	0000.000	40.1054	-74.3719	MERCER	Hamilton township
NJTPK	9037	M06051A	NJTPK(I-95)INT 7A RPS ST-TN/NJTPK(95)	0000.000	40.113269	-74.360935	MERCER	
NJTPK	9037	M06051B	NJTPK(I-95)INT 7A RAMPS ET-TW/I-195	0060.510	40.114939	-74.363947	MERCER	
NJTPK	9037	M060910	ROBBINSVILLE-ALLENTOWN RD/NJTPK(I-95)	0008.950	40.114679	-74.354887	MERCER	
NJTPK	9037	M061870	WEST MANOR WAY(HULSE RD)/NJTPK(I-95)	0000.000	40.122025	-74.350032	MERCER	
NJTPK	9037	M062240	GORDON RD(PERRINE RD/NJ TPK (I-95)	0000.000	40.123315	-74.344157	MERCER	
NJTPK	9037	M062860	SHARON RD(PAGES CORNER RD)/NJTPK(I95)	0001.300	40.125483	-74.340988	MERCER	
NJTPK	9037	M063320	NJ TPK(I-95) OVER ASSUNPINK CREEK	0017.980	40.131098	-74.334647	MERCER	
NJTPK	9037	M063430	WINDSOR ROAD OVER NJTPK(I-95)	0002.020	40.131456	-74.334134	MERCER	
NJTPK	9037	M064790	PERRINEVILLE RD OVER NJTPK(I-95)	0002.030	40.140061	-74.323053	MERCER	East Windsor township
NJTPK	9037	M065520	OLD YORK RD/NJ TPK(I-95)	0049.860	40.142324	-74.315039	MERCER	East Windsor township
NJTPK	9037	M066230	NJ TPK(I-95) OVER PEDDIE BROOK	0066.230	40.144695	-74.31135	MERCER	East Windsor township
NJTPK	9037	M067080	ETRA ROAD/NJ TPK(I-95)	0033.340	40.152724	-74.304959	MERCER	East Windsor township
NJTPK	9037	M067270	NJ TPK(I-95)/ROCKY BROOK	0021.900	40.1536	-74.3048	MERCER	East Windsor township
NJTPK	9037	M06757A	NJTPK(I-95) INT 8 RPS C&E/NJTPK(I-95)	0022.210	40.1554	-74.3042	MERCER	East Windsor township
NJTPK	9037	M06757B	NJ TPK INT 8 RAMPS ET&TW/NJ RT 33	0022.210	40.1554	-74.3042	MERCER	East Windsor township
NJTPK	9037	M067890	NJ TPK(I-95) OVER RT 33	0022.540	40.1606	-74.3036	MERCER	East Windsor township
NJTPK	9037	M068010	NJ TPK(I-95)/MONMOUTH ROAD	0022.670	40.1612	-74.3036	MERCER	East Windsor township
NJTPK	9037	M068400	WYCKOFF'S MILL RD/NJTPK(I-95)	0000.820	40.163	-74.3024	MERCER	East Windsor township
NJTPK	9037	M068750	NJTPK(I-95) OVER MILLSTONE RIVER	0023.400	40.1648	-74.3018	MERCER	East Windsor township
NJTPK	9037	M069270	BRICK YARD RD. (CORP LINE RD)/NJ TPK(I-95)	0001.070	40.1718	-74.3006	MIDDLESEX	Cranbury township
NJTPK	9037	M069850	NJTPK(I-95)/HIGHTSTOWN-CRNBURY ST. RD&PRR	0024.470	40.1742	-74.2954	MIDDLESEX	Cranbury township
NJTPK	9037	M070480	CRANBURY STATION ROAD/NJTPK(I-95)	0005.190	40.1812	-74.2906	MIDDLESEX	Cranbury township
NJTPK	9037	M070740	NJTPK(I-95)OVER CRANBURY BROOK	0025.400	40.183	-74.2936	MIDDLESEX	Cranbury township
NJTPK	9037	M07126R	Cranbury-Half Acre Road over NJTPK	0001.030	40.185403	-74.292294	MIDDLESEX	Cranbury township
NJTPK	9037	M072110	PROSPECT PLAINS ROAD OVER NJTPK(I-95)	0007.730	40.1936	-74.2836	MIDDLESEX	Cranbury township
NJTPK	9037	M07310S	NJ TPK NSO RDWY OVER SHALLOW BROOK	0027.740	40.2	-74.2812	MIDDLESEX	Monroe township
NJTPK	9037	M073410	FORSGATE RD EB OVER NJTPK RDWYS	0001.180	40.2012	-74.2806	MIDDLESEX	Monroe township
NJTPK	9037	M073420	FORSEGATE RD WEST OVER NJTPK RDWYS	0001.180	40.2012	-74.2806	MIDDLESEX	Monroe township
NJTPK	9037	M07368A	NJ TPK INT 8A / NJ TPK SNO RWY	0028.510	40.203	-74.2754	MIDDLESEX	Monroe township
NJTPK	9037	M07379A	NJ TPK INT 8A / NJ TPK SNO RWY	0028.510	40.203	-74.2754	MIDDLESEX	Monroe township
NJTPK	9037	M073840	Ramp TSI over NSO	0028.490	40.210036	-74.282698	MIDDLESEX	Monroe township
NJTPK	9037	M07389A	NJ TPK INT 8A / NJ TPK NSO NSI SNISNO	0028.510	40.203	-74.2754	MIDDLESEX	Monroe township
NJTPK	9037	M07393A	NJ TPK INT 8A / NJ TPK NSO RWY	0028.590	40.203	-74.2754	MIDDLESEX	Monroe township
NJTPK	9037	M074310	NJTPK SNI/NSI RDWYS /PENNSYLVANIA RR	0028.940	40.2006	-74.2748	MIDDLESEX	Monroe township
NJTPK	9037	M07431N	NJTPK SNO RDWY/ PENNSYLVANIA RR	0028.940	40.2006	-74.2748	MIDDLESEX	Monroe township
NJTPK	9037	M07435S	NJ TPK NSO RWY / CRANBURY SO RIVER RD	0029.080	40.2006	-74.2712	MIDDLESEX	Monroe township
NJTPK	9037	M074390	NJ TPK NSI-SNI RDWY / CRANBURY RD	0029.080	40.2	-74.2748	MIDDLESEX	South Brunswick township
NJTPK	9037	M07439N	NJ TPK SNO ROADWAY/CRANBURY-S RIVR RD	0029.080	40.2	-74.2748	MIDDLESEX	South Brunswick township
NJTPK	9037	M075500	"NJ TPK MI 75 U-TURN/NSO,NSI,SNI,SNO"	0030.150	40.2154	-74.2724	MIDDLESEX	South Brunswick township
NJTPK	9037	M075520	"RIDGE RD (CR522)/NJ TPK NSO,NSI,SNO,SNI"	0006.390	40.2154	-74.2724	MIDDLESEX	South Brunswick township
NJTPK	9037	M07558N	NJTPK SNO RDWY OVER WETLANDS	0030.250	40.2154	-74.2724	MIDDLESEX	South Brunswick township
NJTPK	9037	M07610R	DEANS-RHODE HALL ROAD OVER NJTPK RDWS	0006.160	40.2218	-74.2712	MIDDLESEX	South Brunswick township
NJTPK	9037	M07707R	DAVIDSON_S MILL RD / NJ TPK RDWYS	0000.900	40.2312	-74.2654	MIDDLESEX	South Brunswick township
NJTPK	9037	M077440	NJ TPK MI 77 U-TURN/NSO NSI SNO SNI	0032.110	40.24	-74.2624	MIDDLESEX	South Brunswick township
NJTPK	9037	M077790	NJ TPK NSO NSI / IRELAND BRK OVERPASS	0032.460	40.24	-74.2624	MIDDLESEX	East Brunswick township
NJTPK	9037	M078180	CHURCH LANE OVER NJ TPK RDWYS	0001.830	40.2406	-74.263	MIDDLESEX	East Brunswick township
NJTPK	9037	M078460	NJ TPK SISA RAMP / NJ TPK SNO ROADWAY	0032.860	40.2424	-74.2542	MIDDLESEX	East Brunswick township
NJTPK	9037	M079040	NJ TPK SANI RWY / NJ TPK SNO ROADWAY	0033.880	40.2442	-74.2548	MIDDLESEX	East Brunswick township
NJTPK	9037	M079150	NJ TPK NSO & NSI / SO BR BEAVERDAM	0033.800	40.2442	-74.2548	MIDDLESEX	East Brunswick township
NJTPK	9037	M079300	HARDENBURG LANE OVER NJ TPK RDWYS	0000.600	40.2454	-74.2554	MIDDLESEX	East Brunswick township
NJTPK	9037	M07946I	NJ TPK NSI RDWY / NO BR BEAVERDAM	0034.060	40.2454	-74.2548	MIDDLESEX	East Brunswick township
NJTPK	9037	M07946S	NJTPK SB OVER NO BRANCH BEAVERDAM BRK	0034.060	40.2454	-74.2548	MIDDLESEX	East Brunswick township
NJTPK	9037	M07980R	DUTCH ROAD OVER NJTPK RDWYS	0000.000	40.2518	-74.2536	MIDDLESEX	East Brunswick township
NJTPK	9037	M080330	NJTPK NSO RDWY OVER BOG BROOK	0035.000	40.2548	-74.2518	MIDDLESEX	Milltown borough
NJTPK	9037	M080370	NJTPK SNO RDWY OVER BOG BROOK	0035.050	40.2548	-74.2518	MIDDLESEX	Milltown borough
NJTPK	9037	M08045R	MAIN STREET OVER NJTPK ROADWAYS	0002.330	40.2548	-74.2518	MIDDLESEX	Milltown borough
NJTPK	9037	M08076N	NJTPK NB OVER WESTONS MILL POND	0035.370	40.26	-74.2512	MIDDLESEX	Milltown borough
NJTPK	9037	M08076S	NJTPK SB OVER WESTONS MILL POND	0035.370	40.26	-74.2512	MIDDLESEX	Milltown borough
NJTPK	9037	M08109R	RYDERS LANE OVER NJTPK ROADWAYS	0004.720	40.2624	-74.25	MIDDLESEX	East Brunswick township
NJTPK	9037	M081580	NJ TPK (I-95) OVER TICES LANE	0036.230	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M08158N	NJ TPK OVER TICES LANE	0036.230	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M08158S	NJ TPK NSO ROADWAY OVER TICES LANE	0036.230	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M081660	NJ TPK (I-95) OVER SAW MILL BROOK	0036.320	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M08166N	NJTPK NB OVER SAW MILL BROOK	0036.320	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M08166S	NJTPK SB OVER SAW MILL BROOK	0036.320	40.2648	-74.2442	MIDDLESEX	East Brunswick township
NJTPK	9037	M08215R	SULLIVAN WAY OVER NJTPK ROADWAYS	0000.000	40.2724	-74.243	MIDDLESEX	East Brunswick township
NJTPK	9037	M082950	NJ RT 18/NJ TPK (I-95);SERVICE RD;SUYDAM	0063.698	40.2754	-74.2424	MIDDLESEX	East Brunswick township
NJTPK	9037	M083250	NJTPK(I-95) INT 9 RAMP/NJTPK(I-95) SN	0037.900	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083300	NJ TPK TSI RAMP OVER NJTPK NSO RWY	0037.950	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083360	NJTPK(I-95) INT 9 RAMP/NJTPK(I-95) SN	0038.010	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083420	NJTPK(I-95) INT 9 RAMPS ST/NJTPK(I-95	0038.070	40.2812	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083530	NJTPK(I-95) INT 9 RAMP/LAWRENCE BRK	0038.200	40.2848	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083550	NJTPK(I-95)NSI-SNI RWYS/LAWRENCE BRK	0038.200	40.2848	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M08355N	NJ TPK (I-95) SNO RWY/LAWRENCE BROOK	0038.200	40.2848	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M08355S	NJ TPK (I-95) NSO RWY/LAWRENCE BROOK	0038.200	40.2848	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M083720	NJTPK(I95)INT.9 RAMPNIT/NJTPK(I95)NSO	0038.400	40.2848	-74.2418	MIDDLESEX	East Brunswick township
NJTPK	9037	M08424N	NJTPK NB / RARITAN RVR &	0038.890	40.2918	-74.2348	MIDDLESEX	Edison township
NJTPK	9037	M08424S	NJTPK SB / RARITAN RVR & NJTPK	0038.890	40.2918	-74.2348	MIDDLESEX	Edison township
NJTPK	9037	M08455N	NJTPK OVER FORMER LEHIGH VALLEY RR	0039.160	40.293	-74.2336	MIDDLESEX	Edison township
NJTPK	9037	M08455S	NJTPK SB OVER FORMER LEHIGH VALLEY RR	0039.160	40.293	-74.2336	MIDDLESEX	Edison township
NJTPK	9037	M084940	MEADOW ROAD OVER NJ TURNPIKE(I-95)	0000.000	40.2942	-74.2318	MIDDLESEX	Edison township
NJTPK	9037	M085680	RELOCATED WOODBRIDGE AVE/NJTPK(I-95)	0028.310	40.3018	-74.2236	MIDDLESEX	Edison township
NJTPK	9037	M085710	NJ TURNPIKE(I-95) OVER MILL BROOK	0040.380	40.3042	-74.2206	MIDDLESEX	Edison township
NJTPK	9037	M08577N	NJTPK NB OVER NJTPK U-TURN	0040.410	40.3106	-74.22	MIDDLESEX	Edison township
NJTPK	9037	M08577S	NJTPK SB OVER NJTPK U-TURN	0040.410	40.3106	-74.22	MIDDLESEX	Edison township
NJTPK	9037	M086380	NJ TURNPIKE(I-95) OVER MILL BROOK	0041.070	40.3018	-74.2248	MIDDLESEX	Edison township
NJTPK	9037	M086590	OLD POST ROAD/NJ TPK(I-95) RWYS	0000.000	40.3054	-74.22	MIDDLESEX	Edison township
NJTPK	9037	M086650	NJ TURNPIKE(I-95) OVER MILL BROOK	0041.320	40.31	-74.2154	MIDDLESEX	Edison township
NJTPK	9037	M08710N	NJTPK NB OVER PRR BONHAMPTON BRANCH	0041.780	40.3112	-74.2136	MIDDLESEX	Edison township
NJTPK	9037	M08710S	NJTPK SB OVER PRR BONHAMPTON BRANCH	0041.780	40.3112	-74.2136	MIDDLESEX	Edison township
NJTPK	9037	M08727N	NJTPK NB OVER MAIN ST (EDISON)	0041.940	40.3118	-74.2124	MIDDLESEX	Edison township
NJTPK	9037	M08727S	NJTPK SB OVER MAIN ST (EDISON)	0041.940	40.3118	-74.2124	MIDDLESEX	Edison township
NJTPK	9037	M08805A	NJTPK(I-95)INT. 10 RAMP SIT/NJTPK I95	0042.710	40.3124	-74.2036	MIDDLESEX	Edison township
NJTPK	9037	M08809A	NJTPK(I-95)INTER 10 RAMPS NT-TS/NJTPK	0042.730	40.313	-74.203	MIDDLESEX	Edison township
NJTPK	9037	M08813A	NJTPK(I-95)INT.10 RAMP TNI/NJTPK(I95)	0042.770	40.3136	-74.2024	MIDDLESEX	Edison township
NJTPK	9037	M08828A	NJTPK(I-95)INT.10 RAMP TSI/NJTPK(I95)	0042.920	40.3142	-74.2018	MIDDLESEX	Edison township
NJTPK	9037	M08833A	NJTPK(I-95)INT.10 RAMP NIT/NJTPK(I95)	0042.970	40.3142	-74.2018	MIDDLESEX	Edison township
NJTPK	9037	M08869N	NJTPK SNO-SNI RWY/LVRR-P.AMBOY BR	0043.340	40.3148	-74.2006	MIDDLESEX	Edison township
NJTPK	9037	M08869S	NJTPK NSO-NSI RWY/LVRR-P.AMBOY BR	0043.340	40.3148	-74.2006	MIDDLESEX	Edison township
NJTPK	9037	M08889N	NJ TPK SNI-SNO RWY OVER AMBOY AVE	0043.550	40.3154	-74.1954	MIDDLESEX	Edison township
NJTPK	9037	M08889S	NJTPK NSO-NSI RWY OVER AMBOY AVE	0043.550	40.3154	-74.1954	MIDDLESEX	Edison township
NJTPK	9037	M089150	GRANDVIEW AVENUE OVER NJ TPK RWYS	0000.770	40.3206	-74.1942	MIDDLESEX	Edison township
NJTPK	9037	M089730	FORD AVENUE OVER NJ TURNPIKE	0000.690	40.3224	-74.1906	MIDDLESEX	Woodbridge township
NJTPK	9037	M09010A	MILE 90 U-TURN ROAD OVER NJ TPK	0044.720	40.3224	-74.1836	MIDDLESEX	Woodbridge township
NJTPK	9037	M09021A	NJ TPK INTER 11 RAMP PNT/NJ TPK	0070.203	40.323	-74.183	MIDDLESEX	Woodbridge township
NJTPK	9037	M09084A	NJTPK SNO RWY/NJTPK INT.11 RP.SIT	0045.500	40.323	-74.1748	MIDDLESEX	Woodbridge township
NJTPK	9037	M09099A	NJTPK INT11 TSI/NJTPK NSI-SNI-SNO	0045.650	40.323	-74.1748	MIDDLESEX	Woodbridge township
NJTPK	9037	M09099B	NJ TPK INTER.11 RAMP TS/NJ TPK NT	0045.650	40.323	-74.1748	MIDDLESEX	Woodbridge township
NJTPK	9037	M09102A	NJTPK NSO RWY/NJTPK INT.11 R. TSO	0045.650	40.3218	-74.1748	MIDDLESEX	Woodbridge township
NJTPK	9037	M09103A	NJTPK INT11 TSO/NJTPK NSI-SNI-SNO	0045.650	40.323	-74.1748	MIDDLESEX	Woodbridge township
NJTPK	9037	M091130	US 9 OVER NJ TPK NSI-SNI-SNO RWYS	0134.820	40.3236	-74.173	MIDDLESEX	Woodbridge township
NJTPK	9037	M09115S	NJ TPK NSO RWY OVER US RTE 9	0045.790	40.3242	-74.173	MIDDLESEX	Woodbridge township
NJTPK	9037	M09132A	NJ TPK INT NO.11 RAMP NOT/NJ TPK	0045.960	40.3236	-74.1718	MIDDLESEX	Woodbridge township
NJTPK	9037	M09136A	NJTPK INT.11 RAMP NIT/NJTPK	0045.960	40.323	-74.1736	MIDDLESEX	Woodbridge township
NJTPK	9037	M09137A	NJ TPK INT NO.11 RAMP TNI/NJ TPK	0045.960	40.3242	-74.1712	MIDDLESEX	Woodbridge township
NJTPK	9037	M091890	NJ 35(AMBOY AVENUE)OVER NJ TPK	0033.977	40.3254	-74.1648	MIDDLESEX	Woodbridge township
NJTPK	9037	M092080	FULTON STREET OVER NJ TPK RWYS	0000.000	40.31	-74.1636	MIDDLESEX	Woodbridge township
NJTPK	9037	M09208W	FULTON STREET OVER LEGION PLACE	0000.000	40.31	-74.1636	MIDDLESEX	Woodbridge township
NJTPK	9037	M09211A	NJ TPK MP 92 U-TURN OVER NJ TPK	0046.760	40.31	-74.163	MIDDLESEX	Woodbridge township
NJTPK	9037	M092510	WOODBRIDGE AVE OVER NJ TPK RWYS	0000.580	40.3312	-74.1612	MIDDLESEX	Woodbridge township
NJTPK	9037	M09265N	NJTPK SNI RDWY/WOODBRIDGE RIVER	0047.280	40.3324	-74.1606	MIDDLESEX	Woodbridge township
NJTPK	9037	M09265S	NJTPK NSI RDWY/WOODBRIDG	0047.280	40.3324	-74.1606	MIDDLESEX	Woodbridge township
NJTPK	9037	M09269A	NJTPK SA 10N RAMP SISA/NJTPK SNO	0047.360	40.3324	-74.16	MIDDLESEX	Woodbridge township
NJTPK	9037	M09276A	NJTPK SA 10S RAMP SASI/NJTPK NSO	0047.390	40.3324	-74.16	MIDDLESEX	Woodbridge township
NJTPK	9037	M09311A	NJTPK SA 10N RAMP SANI/NJTPK SNO	0047.780	40.3324	-74.16	MIDDLESEX	Woodbridge township
NJTPK	9037	M09314A	NJTPK SA 10S R.NISA/NJTPK &R.NOSA	0047.800	40.3324	-74.16	MIDDLESEX	Woodbridge township
NJTPK	9037	M093270	PORT READING AVENUE OVER NJ TPK	0007.480	40.3348	-74.1542	MIDDLESEX	Woodbridge township
NJTPK	9037	M09381N	NJTPK SNI RDWY/PORT READING RR&U-TURN	0048.470	40.3406	-74.1512	MIDDLESEX	Woodbridge township
NJTPK	9037	M09381S	NJTPK NSI RDWY/PORT READING RR&U-TURN	0048.470	40.3406	-74.1512	MIDDLESEX	Woodbridge township
NJTPK	9037	M095800	"ROOSEVELT AVE/NJTPK;R.SIT,SOT;CRR"	0001.360	40.3536	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09589A	NJTPK INT.12 R.SIT/NJTPK SNO;CRR	0050.500	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09592A	NJTPK INT.12 RPS.TS&NT/NJTPK;CRR	0031.435	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09592B	NJTPK INT. 12 RAMP SOT/CRR OF NJ	0050.510	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09595A	"NJ TPK Ramps ET1 & WT over Ramps TE2, ET2 & TE1"	0050.590	40.353632	-74.134245	MIDDLESEX	Carteret borough
NJTPK	9037	M09595B	NJ TPK Ramps ET2 & TE2 / Creek	0050.590	40.353351	-74.134263	MIDDLESEX	Carteret borough
NJTPK	9037	M09596A	NJTPK INT12 RMP TNI/TPK SNO & CONRAIL	0050.590	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09596N	NJTPK INT 12 RMP TNO/CONRAIL	0050.590	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09605A	NJTPK NSO RWY/INT.12 NIT & TSI	0050.530	40.3542	-74.1406	MIDDLESEX	Carteret borough
NJTPK	9037	M09623N	LUKE A. LOVELY MEM.BR.-NJTPK SNI	0050.880	40.36	-74.1354	UNION	Linden city
NJTPK	9037	M09623S	LUKE A. LOVELY MEM.BR.-NJTPK NSI	0050.880	40.36	-74.1354	UNION	Linden city
NJTPK	9037	M096390	"NJ TPK/CENTRAL RR OF NJ,LINDEN"	0051.030	40.36	-74.1354	UNION	Linden city
NJTPK	9037	M09718A	NJ TPK MP 97 U-TURN OVER NJ TPK	0051.840	40.3642	-74.133	UNION	Linden city
NJTPK	9037	M09719E	WOOD AVENUE OVER CENTRAL RAILROAD	0000.000	40.3642	-74.1324	UNION	Linden city
NJTPK	9037	M097200	TREMLEY POINT ROAD OVER NJ TURNPIKE	0000.000	40.3642	-74.133	UNION	Linden city
NJTPK	9037	M09754N	NJTPK SNI RDWY OVER  PYLES CREEK	0052.190	40.37	-74.1318	UNION	Linden city
NJTPK	9037	M09754S	NJTPK NSI RDWY / PYLES C	0052.190	40.37	-74.1318	UNION	Linden city
NJTPK	9037	M098480	NJTPK NSI-SNI RWYS/MORSE	0053.130	40.3742	-74.1254	UNION	Linden city
NJTPK	9037	M09848N	NJ TPK SNO RWY OVER MORSES CREEK	0053.130	40.3742	-74.1254	UNION	Linden city
NJTPK	9037	M09848S	NJ TPK NSO RWY OVER MORSES CREEK	0053.130	40.3742	-74.1254	UNION	Linden city
NJTPK	9037	M098590	NJ TPK (NSI-SNI) OVER BAYWAY UTILITIES	0053.240	40.3812	-74.1236	UNION	Linden city
NJTPK	9037	M09859S	NJ TPK NSO OVER BAYWAY UTILITIES	0098.590	40.3812	-74.1236	UNION	Linden city
NJTPK	9037	M09862A	NJ TPK INT 13 RAMP SOT/MORSES CREEK	0053.130	40.3742	-74.1254	UNION	Linden city
NJTPK	9037	M098760	NJTPK NSI-SNI RWY/CRR NJ & RR AVE	0053.310	40.3824	-74.123	UNION	Linden city
NJTPK	9037	M09876N	NJTPK SNO & RAMP SOT/CRR NJ & RAILROAD AVE	0053.310	40.3754	-74.1248	UNION	Linden city
NJTPK	9037	M09876S	NJTPK NSO RWY/CRR NJ & RR AVE	0053.310	40.3824	-74.123	UNION	Linden city
NJTPK	9037	M09905A	NJTPK INT.13 RAMP SOT/NJTPK SNO & RR YARD	0053.700	40.3812	-74.1236	UNION	Linden city
NJTPK	9037	M099090	NJTPK NSI-SNI OVR BAYWAY UTILS/LINDEN STORMCHANNEL	0053.750	40.3812	-74.1236	UNION	Linden city
NJTPK	9037	M09909N	NJ TPK SNO OVER BAYWAY UTILITY & LINDEN STORM CHNL	0099.090	40.3812	-74.1236	UNION	Linden city
NJTPK	9037	M09909S	NJ TPK NSO OVER BAYWAY UTILITY & LINDEN STORM CHNL	0099.090	40.4812	-74.1236	UNION	Linden city
NJTPK	9037	M099100	NJTPK INTER.13 RAMP SIT/CRR OF NJ	0053.750	40.3818	-74.1236	UNION	Linden city
